Timestamp,BC_Light values,BC_Motion detected ,BC_Temperature,DT_Light values,DT_Motion detected ,DT_Temperature,K_Light values,K_Motion detected ,K_Temperature,PL_Light values,PL_Motion detected ,PL_Temperature,SF_Light values,SF_Motion detected ,SF_Temperature,SH_Light values,SH_Motion detected ,SH_Temperature,SL_Light values,SL_Motion detected ,SL_Temperature,STAFF_Light values,STAFF_Motion detected ,STAFF_Temperature
2021-05-28 00:30:00,663.1760324716267,0.0,1.8321378467843985,777.4554123019071,,5.832029277464436,337.2448931035413,0.0,6.819274118286916,652.9825000000001,,89.53698749999998,493.8508891928865,,7.354131326949389,741.9394874182989,0.0,3.3975099612022923,370.8046661702656,0.0,4.862903043841282,0.35805626598465473,1.0,21.779999999999767
2021-05-28 01:00:00,661.2950031525851,0.0,2.8961420239596833,776.6156773211568,,6.596636225266391,329.59957045393526,0.0,7.664878657497905,652.5918181818182,,85.53949090909089,487.68475452196384,,8.110620155038767,742.0047532708014,0.0,4.249360912407557,361.30379746835445,0.0,5.828583301368152,0.27621483375959077,1.0,21.779999999999767
2021-05-28 01:30:00,659.4139738335434,0.0,3.960146201134968,775.7759423404065,,7.361243173068342,321.9542478043292,0.0,8.51048319670889,652.2011363636364,,81.54199431818179,481.5186198510412,,8.86710898312814,742.070019123304,0.0,5.101211863612821,351.8029287664433,0.0,6.794263558895022,0.597612958226769,0.0,21.779999999999767
2021-05-28 02:00:00,657.5329445145019,0.0,5.024150378310253,774.9362073596562,,8.125850120870297,314.30892515472317,0.0,9.356087735919878,651.8104545454546,,77.5444977272727,475.3524851801186,,9.623597811217518,742.1352849758065,0.0,5.953062814818086,342.30206006453216,0.0,7.759943816421892,0.19863597612958228,0.0,21.779999999999767
2021-05-28 02:30:00,655.6519151954602,0.0,6.088154555485538,774.0964723789059,,8.890457068672248,306.6636025051172,0.0,10.201692275130867,651.4197727272727,,73.5470011363636,469.1863505091959,,10.380086639306892,742.2005508283091,0.0,6.8049137660233505,332.801191362621,0.0,8.725624073948769,0.4032395566922421,0.0,21.779999999999767
2021-05-28 03:00:00,653.7708858764187,0.0,7.152158732660823,773.2567373981557,,9.6550640164742,299.01827985551114,0.0,11.047296814341852,651.0290909090909,,69.54950454545451,463.0202158382733,,11.136575467396266,742.2658166808117,0.0,7.656764717228615,323.30032266070987,0.0,9.691304331475639,0.2549019607843137,0.0,21.779999999999767
2021-05-28 03:30:00,651.889856557377,0.0,8.216162909836108,772.4170024174053,,10.419670964276154,291.3729572059051,0.0,11.89290135355284,650.6384090909091,,65.55200795454542,456.85408116735067,,11.893064295485644,742.3310825333142,0.0,8.50861566843388,313.7994539587987,0.0,10.656984589002509,0.38448422847399827,0.0,21.779999999999767
2021-05-28 04:00:00,650.0088272383354,0.0,9.280167087011392,771.5772674366551,,11.184277912078105,283.72763455629905,0.0,12.738505892763829,650.2477272727273,,61.55451136363635,450.687946496428,,12.649553123575018,742.3963483858167,0.0,9.360466619639144,304.2985852568876,0.0,11.622664846529378,0.3955669224211424,0.0,21.779999999999767
2021-05-28 04:30:00,648.1277979192938,0.0,10.344171264186677,770.7375324559048,,11.94888485988006,276.082311906693,0.0,13.584110431974818,649.8570454545455,,57.55701477272726,444.52181182550544,,13.406041951664395,742.4616142383193,0.0,10.212317570844409,294.79771655497643,0.0,12.588345104056248,2.3026427962489344,2.0,21.779999999999767
2021-05-28 05:00:00,646.2467686002522,0.0,11.408175441361962,769.8977974751544,,12.713491807682015,268.43698925708696,0.0,14.429714971185806,649.4663636363637,,53.55951818181816,438.3556771545828,,14.16253077975377,742.5268800908219,0.0,11.064168522049673,285.2968478530653,0.0,13.554025361583118,35.51150895140665,3.0,21.76454390451816
2021-05-28 05:30:00,644.3657392812106,0.0,12.472179618537247,769.0580624944042,,13.478098755483966,260.7916666074809,0.0,15.275319510396795,649.0756818181818,,49.56202159090907,432.18954248366015,,14.919019607843147,742.5921459433245,0.0,11.916019473254938,275.79597915115414,0.0,14.519705619109988,284.62969283276453,0.0,21.450127986348445
2021-05-28 06:00:00,642.484709962169,0.0,13.536183795712532,768.2183275136539,,14.242705703285917,253.14634395787493,0.0,16.120924049607776,648.6850000000001,,45.564524999999975,426.0234078127375,,15.675508435932521,742.657411795827,0.0,12.767870424460202,266.295110449243,0.0,15.485385876636865,303.4492753623188,0.0,21.45667519181614
2021-05-28 06:30:00,640.6036806431273,0.0,14.600187972887817,767.3785925329037,,15.007312651087869,245.5010213082689,0.0,16.966528588818765,648.2943181818182,,41.56702840909088,419.85727314181486,,16.431997264021895,742.7226776483295,0.0,13.619721375665467,256.79424174733185,0.0,16.451066134163735,305.28218243819265,8.0,21.498448422847634
2021-05-28 07:00:00,638.7226513240857,0.0,15.664192150063101,766.5388575521533,,15.77191959888982,237.85569865866285,0.0,17.812133128029753,647.9036363636363,,37.56953181818179,413.6911384708922,,17.18848609211127,742.7879435008322,0.0,14.471572326870731,247.2933730454207,0.0,17.416746391690605,342.37254901960785,6.0,20.7423529411765
2021-05-28 07:30:00,636.8416220050441,0.0,16.728196327238386,765.699122571403,,16.53652654669178,230.2103760090568,0.0,18.657737667240742,647.5129545454546,,33.57203522727272,407.5250037999696,,17.94497492020065,742.8532093533347,0.0,15.323423278075996,237.79250434350956,0.0,18.382426649217475,324.84398976982095,2.0,20.406913895993245
2021-05-28 08:00:00,634.9605926860024,0.0,17.79220050441367,764.8593875906528,,17.30113349449373,222.56505335945076,0.0,19.50334220645173,647.1222727272727,,29.574538636363627,401.358869129047,,18.701463748290024,742.9184752058372,0.0,16.175274229281253,228.29163564159842,0.0,19.348106906744345,336.3353242320819,13.0,20.243941979522315
2021-05-28 08:30:00,633.0795633669609,0.0,18.856204681588956,764.0196526099024,,18.06574044229568,214.9197307098447,0.0,20.34894674566272,646.731590909091,,25.577042045454533,395.19273445812433,,19.457952576379398,742.9837410583398,0.0,17.027125180486518,218.79076693968727,0.0,20.313787164271215,390.67519181585675,8.0,20.16838874680315
2021-05-28 09:00:00,631.1985340479192,0.0,19.92020885876424,763.1799176291522,,18.830347390097632,207.27440806023867,0.0,21.194551284873707,646.3409090909091,3.0,21.579545454545443,389.0265997872017,,20.214441404468772,743.0490069108424,0.0,17.878976131691783,209.28989823777613,0.0,21.279467421798085,374.31058020477815,29.0,20.430409556313915
2021-05-28 09:30:00,629.3175047288777,0.0,20.984213035939526,762.3401826484019,61.0,19.594954337899587,199.62908541063263,0.0,22.040155824084696,710.9,2.0,21.045,382.86046511627904,2.0,20.970930232558143,743.114272763345,0.0,18.730827082897047,199.78902953586498,2.0,22.24514767932495,400.64961636828644,11.0,20.53098039215678
2021-05-28 10:00:00,627.436475409836,1.0,22.04821721311481,758.1533847472151,196.0,18.29365895458447,191.98376276102658,0.0,22.885760363295685,735.5422715627668,64.0,22.625730145175257,541.2890025575448,5.0,21.13585677749371,743.1795386158475,1.0,19.58267803410231,198.75106564364876,4.0,21.1909974424552,429.18003412969284,24.0,20.58343003412955
2021-05-28 10:30:00,643.6393861892583,,23.726760443307764,769.6030989272944,120.0,19.1755184743743,184.33844011142062,14.0,23.731364902506662,738.1474850809889,17.0,23.77736572890023,636.7303754266212,3.0,21.39577645051202,730.6456558773424,,18.851660988074975,198.3936806148591,43.0,20.800418445772408,395.830204778157,22.0,20.683771331057883
2021-05-28 11:00:00,396.9556692242114,,24.264279624893273,769.2921091695683,0.0,19.16665964174344,139.79180887372013,38.0,23.328634812287028,711.1841432225063,18.0,23.758823529411753,312.0255754475703,3.0,21.886939471441046,611.3753191489361,,18.579770212765983,198.34271099744245,2.0,20.798329070758303,402.6027280477408,7.0,20.815038363171308
2021-05-28 11:30:00,327.47058823529414,,24.747860187553496,768.9811194118423,0.0,19.157800809112576,11.557921635434413,0.0,22.504275979557292,679.2847399829496,2.0,23.195353793691524,195.20289855072463,3.0,21.985106564364667,497.0238500851789,,18.47143952299841,198.23358908780904,0.0,20.7954049445861,426.6808873720137,29.0,20.999846416382393
2021-05-28 12:00:00,139.845694799659,,25.3141432225068,768.6701296541163,0.0,19.148941976481716,11.601875532821824,1.0,22.09329923273644,262.0187553282182,4.0,23.270502983802523,150.97442455242967,3.0,21.780835464620395,381.9923339011925,,18.51275979557072,198.17220801364024,0.0,20.78203751065603,445.42320819112626,16.0,21.21056313993188
2021-05-28 12:30:00,183.49872122762147,,25.45904518329106,768.3591398963904,0.0,19.140083143850852,11.846547314578006,7.0,21.78041773231008,140.72378516624042,0.0,23.061730605285653,173.25745950554133,2.0,21.779999999999767,326.68765957446806,,18.501370212766098,198.19181585677748,1.0,20.771594202898157,454.55754475703327,16.0,21.387331628303603
2021-05-28 13:00:00,215.89428815004263,,25.45534526854257,768.0481501386644,0.0,19.13122431121999,9.393526405451448,1.0,22.182350936967982,157.3631713554987,2.0,22.842190963341963,176.35409556313994,7.0,21.779999999999767,332.96678023850086,,18.432623509369833,198.12020460358056,0.0,20.645856777493552,481.10921501706486,39.0,21.46183447098982
2021-05-28 13:30:00,207.462915601023,,25.516743393009694,767.7371603809383,0.0,19.122365478589128,5.8816013628620105,1.0,22.270817717206498,145.5212947189097,0.0,22.733696763202886,130.52941176470588,0.0,21.779999999999767,252.25894378194207,,18.7698637137988,197.98039215686273,2.0,20.393563512361716,468.50384286934246,31.0,21.5804013663536
2021-05-28 14:00:00,155.77408354646207,,25.50528559249822,767.4261706232123,0.0,19.113506645958267,4.835464620630861,1.0,22.270000000000366,116.48593350383632,0.0,22.640264279625104,109.12702472293265,0.0,21.78417732310293,218.52340425531915,,18.815387234042362,199.07502131287296,0.0,20.316265984655022,449.9000853970965,67.0,21.762006831767827
